33,52
52,65
25,48
25,57
2,55
34,35
22,42
25,27,35
14,38
37,40
66,76
2,82
7,8
